tweet || sentiment
"قرار حكيم بتوقيت مهم مبروك يا بنت البلد القرار مب ألزامي وتقدر عزيزي الممتعض من القرار انك تمنع اهلك مدام القرار صدر وانتهى ،، الان ننتظر ضوابط شرعية وقوانين واحكام تساعد على نجاح هذا القرار صديق طقه وحده ٩٥   || yes		
. . ألف مبروك لأخواتنا  || yes
قرار تاريخي للملك سلمان ... الف مبروك لكل السعوديات ولينا احنا كمان ... اخيرا هنسريح من التوصيل اسفه ماشفتك   || yes			
الله يستر على بنات المسلمين ويكتب لهن مافيه خير لصلاحهن وصلاح البلاد والمسلمين || no			
الجيل الحالي الشباب ماتربى شلون مع القيادة بيتعاملون معها لازم قبل فرض قوانين فعلن المراه في خطر و الحرة تلزم بيتها || no			
"أليس الدين هو الدين، والمرأة هي المرأة، والسيارة هي السيارة، والمجتمع هو المجتمع ماذا تغير في الفتوى إذن!!  || no		
ايها العقلاء لاتفرحوا فهي خطة علمانية وغربية للتدرج لالغاء الحجاب الغاء القوامة الفواحش  || no			
? في ايدي غير مسلمه وبعضها داعمه لمن يحارب المسلمين || no
يبدو أننا سننحى منحى بعيدًا عن الرقي || no			
فتن ومصايب وبلاوي ويجي قرار مثل كذا عالم غريبه ودنيا غريبه يارب الطف بناا ولا تعاقبنا || no			
وظفونا وبس مانبغى لا قياده ولاجدتي رسميا وسمعني صياحك هوندا سيارة حلوة ولايقة للبنات  || no			
. أمس رقصتو وغنيتو واليوم خليناكم تسوقون السيارة . والفال لحقوق المرأة « الحقيقية »  || no			
. حنا يشعب السعودي يحكمنا دين وشريعه وعادات وتقاليد (وقبليه). صعب هاذا القرار || no			
..والعاطلات والمطلقات والارامل والفقراء متى بتنحل مشاكلهم وتتحسن ظروفهم واحوالهم!!؟؟ || no			
اجل لن تقوودي  || no			
اخيراً الامر الاول والاخير للرجل وكل رجال حاكم بيته (كلكم راع وكلكم مسئول عن رعيته) || no			
اسمع قول ابن العثيمين. لايستقلك اهل الفتن  || no			
اصدرت الدوله القرار حين ارادت الطفوليات والسفالات السابقه مازادت الموضوع الا تعقيداً || no			
اصلن من طاحت هيبة الهئيه و انا غاسل يدي ودي اشوف ردة فعل حثالة الإعلام الغربي المعادي لوطننا والمدعي للدفاع عن حقوق المرأة في السعودية بعد سماع الخبر || no			
"اعتراض على ، لكن اعتراضي على أن تسمح لهم بالقياده حتى تشغلهم كدادات بدل الوظائف المرموقه  || no		
اعذرني يامليكي فأنا اصبح ملكه عندما اصبح جانب ابي واخي في قيادة السياره || no			
اقسم بالله انها صدمه عمرر ربنا يستر من الحوادث والفتن || no			
"اقسم بالله فيني قهر لما اشوف حالة البلد كذا ، انفتاحية وعولمه وحفلات والان قيادة المرأه .. || no			
الحمد لله ماحد راح يسوق من الحريم ... لانه من شروط قيادة المرأه ان يتجاوز عمرها 30 سنه || no			
الحمدلله إن القرار إختياري وليس إجباري فكلن منا يتحمل نتيجة إختياره || no			
السلبيات اكثر من الايجابيات || no			
العجب ان بعض النسويات فرحات وكأن مشكله البطاله للنساء السعوديات قد انحلت ! الى هذه الدرجه وصل سخف المطالب || no			
القرار القادم الذي سيحرك المجتمع هو قرار منع حجاب الوجه عند قيادة المرأة بسبب كثرة الحوداث والضحايا وتخفي المطلوبين! || no			
القرار صدمه الصراحه م كنا نتوقع ذا الشي || no			
"الله يستر راح نشوف كمية خراب وقلة حياء ؟طيب وش وضع توفير السكن والعطاله وظلم وفسد القطاعات الخاصه،الى وين ي وطني || no		
الله يعطينا من خير هالقرار ويكفينا شره || no			
الله يعين كل مواطن سعودي عزالله ابتلشناء يارجال || no			
الله ينكد عليكم بهالخبر الكئيب || no			
اللهم إكفنا شر الفتن ما ظهر منها وما بطن . .  || no			
اللهم بعزك وحولك وطولك جنبنا وجنب بلادنا شر الأشرار وكيد الفجار وول علينا خيارناواكفنا شر من به شر بما شئت وكيف شئت  || no			
اللهم لاتتم فرحة  || no			
اللهم نسألك خيرهذا القراروخيرماجاءبه ونعوذ بك من شره وشرماجاءبه اللهم احفظ بلادناوامنناواكفناشرالفتن ماظهرمنها ومابطن || no			
المرأة السعودية الآن تقدر تروح بسيارتها وتواعد حبيبها! وش الحل؟ الف  || no			
المفتي قيادة المرأة السيارة أمر خطير يفتح أبواب الشرور .. مطلوبٌ ألا نقرّه  || no			
الوضع مزري || no			
الي مقطوعه وما عندها رجال اوك بس الخبله اللي فرحانه بالغثى وأنها تتقضي مشاويير البيت اغراض وتوصيل الخ وعندها رجال || no			
امر الأسره اعلم بمصلحت أهل ببته كلُ راعً مسئولن عن رعيته  || no			
انت المسؤول عن اهلك وليس الدولة والقرار بين يدك اما القبول او الرفض كلكم راع وكلكم مسؤول عن رعيته . || no			
انتهينامن اهم مشاكلنا البلد الاختلاط الحفلات الغنائية قيادة المرأة باقي الاشيا التافهه ازمة السكن البطالة الصحة هانت || no		
مبرووووووووك  || yes			
ألف مبروووووووك فتيات  || yes			
مبرووووووك عليكم انا  || yes			
"الف مبرووووووك للمرأة السعودية حق القيادة الليلة خضرا بالمختصر : صاحب الشركه اذا زعل وعصب وقام يعطي الموظف العين الحمرا، اي قرار بيصدر منه راح يوافق الكل  || yes		
مبروك الف الف مبروك || yes			
مبروك أمي مبروك اختي || yes			
مبروك لاخواتنا في السعودية السماح لهم بقيادة السيارة دام الأصل الإباحة ...نتقبل الأمر بدون نطاح اعلامي واجتماعي وبكل أدب واحترام || yes			
مبروك لكل المناضلات وتهنئة خاصة ل  و  شكرا لوالدي اللي قاد فيني السيارة سنين وتحمل تعب الانتظار الآن سأعوض تعبك في كبرك وسأقود بك || yes			
مبروك لكل بنات بلدي..هذا القرار راح يخلق وظائف للنساء ومردود إقتصادي وإجتماعي رائع.. شكرا ملكنا ابو فهد || yes			
